Artist,Technique,Year,Type,Width (cm),Height (cm),Year of sale,Price (BRL),img_url,url,Sold,Technique_fix
Judith Lauand,Óleo sobre Tela,1973.0,Pinturas,40.0,40.0,2007,25000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2071.jpg,https://www.catalogodasartes.com.br/obra/GeAD/,True,pintura
Candido Portinari (1903-1962),Desenho a lapis de cor e aquarela,1957.0,Pinturas,16.5,23.0,2017,12000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_761424.jpg,https://www.catalogodasartes.com.br/obra/AtDUGU/,True,pintura
Armando Romanelli - Armando Romanelli de Cerqueira,Óleo sobre Tela,1986.0,Pinturas,70.0,100.0,2007,6000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_692.jpg,https://www.catalogodasartes.com.br/obra/tPG/,True,pintura
Antônio Bandeira (1922-1967),Guache e nanquim,1956.0,Pinturas,27.5,39.0,1999,19430.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1409.jpg,https://www.catalogodasartes.com.br/obra/DUeP/,True,pintura
Candido Portinari (1903-1962),Desenho a nanquim,1961.0,Pinturas,14.2,20.5,2015,40000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_204555.jpg,https://www.catalogodasartes.com.br/obra/GeUBBB/,True,desenho
Rubens Gerchman,Acrílica sobre tela,1966.0,Pinturas,120.0,120.0,2007,46000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_462.jpg,https://www.catalogodasartes.com.br/obra/UtG/,True,pintura
Orlando Teruz - Orlando terus,Óleo sobre Tela,1983.0,Pinturas,65.0,81.0,2007,26000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_680.jpg,https://www.catalogodasartes.com.br/obra/tce/,True,pintura
Hector Julio Paride Bernabó - Hector Carybé - Carybe,Vinil sobre tela e lona,1993.0,Pinturas,50.0,35.0,2007,12000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_3063.jpg,https://www.catalogodasartes.com.br/obra/zetz/,True,pintura
Candido Portinari (1903-1962),Lápis de cor sobre papel,1958.0,Pinturas,38.0,27.0,2007,75000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_3985.jpg,https://www.catalogodasartes.com.br/obra/zPcB/,True,desenho
Candido Portinari (1903-1962),Monotipia sobre cartão,1948.0,Pinturas,24.0,32.0,2021,108000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_994853.jpg,https://www.catalogodasartes.com.br/obra/PPUcBz/,False,outro
Jorge Guinle Filho,Óleo sobre Tela,,Pinturas,100.0,60.0,2007,16000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_629.jpg,https://www.catalogodasartes.com.br/obra/tGP/,True,pintura
Orlando Teruz - Orlando terus,Óleo sobre Tela,1972.0,Pinturas,27.0,36.0,2007,15000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_884.jpg,https://www.catalogodasartes.com.br/obra/ccU/,False,pintura
Antonio Poteiro,Óleo sobre Tela,1992.0,Pinturas,69.0,59.0,2007,4500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2875.jpg,https://www.catalogodasartes.com.br/obra/GcAB/,True,pintura
Mario Zanini - Mário Zanini,Óleo sobre Tela,,Pinturas,65.5,54.0,2007,10800.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_652.jpg,https://www.catalogodasartes.com.br/obra/tBG/,True,pintura
Alexandre Rapoport,Óleo sobre eucatex,1995.0,Pinturas,46.0,60.0,2007,6000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1743.jpg,https://www.catalogodasartes.com.br/obra/DAUz/,False,pintura
Fulvio Pennacchi (1905-1992),Técnica Mista,1986.0,Pinturas,16.0,21.0,2007,2500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1022.jpg,https://www.catalogodasartes.com.br/obra/DeGG/,True,outro
Manoel Santiago - Manuel Santiago,Óleo sobre Tela,1952.0,Pinturas,50.0,35.0,2007,2800.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1085.jpg,https://www.catalogodasartes.com.br/obra/DecB/,True,pintura
Di Cavalcanti (1897-1976),Serigrafia sobre papel,,Pinturas,23.0,13.5,2007,650.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2585.jpg,https://www.catalogodasartes.com.br/obra/GBcB/,True,reprodução
Candido Portinari (1903-1962),Serigrafia,,Pinturas,71.0,59.0,2013,500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_121481.jpg,https://www.catalogodasartes.com.br/obra/DGDUcD/,True,reprodução
Candido Portinari (1903-1962),Carvão sobre papel,,Pinturas,31.7,49.7,2018,80000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_782928.jpg,https://www.catalogodasartes.com.br/obra/AcGPGc/,False,desenho
Candido Portinari (1903-1962),Gravura em metal,,Pinturas,5.6,10.5,2022,3200.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1025595.jpg,https://www.catalogodasartes.com.br/obra/DeGBBPB/,True,reprodução
Maria Helena Andres - Maria Helena Coelho Andrés R,Óleo sobre Tela,,Pinturas,33.0,25.0,2007,500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2954.jpg,https://www.catalogodasartes.com.br/obra/GPBU/,True,pintura
Candido Portinari (1903-1962),Técnica mista sobre papel,1955.0,Pinturas,15.0,32.5,2022,62000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1020345.jpg,https://www.catalogodasartes.com.br/obra/DeGezUB/,True,outro
Roberto Burle Marx,Tinta Gráfica sobre lona,1977.0,Pinturas,244.0,148.0,2007,29000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_402.jpg,https://www.catalogodasartes.com.br/obra/UeG/,True,pintura
Gustavo Rosa,Óleo sobre Tela,2001.0,Pinturas,80.0,100.0,2007,12000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2753.jpg,https://www.catalogodasartes.com.br/obra/GABz/,False,pintura
Jose Paulo Moreira da Fonseca - José Paulo Moreira,Óleo sobre Tela,1970.0,Pinturas,24.0,33.0,2007,2000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2820.jpg,https://www.catalogodasartes.com.br/obra/GcGe/,True,pintura
Tadashi Kaminagai,Óleo sobre placa,1955.0,Pinturas,33.0,60.0,2007,3500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1097.jpg,https://www.catalogodasartes.com.br/obra/DePA/,True,pintura
Candido Portinari (1903-1962),Giclée,,Pinturas,44.0,60.0,2021,1501.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_995180.jpg,https://www.catalogodasartes.com.br/obra/PPBDce/,True,reprodução
Candido Portinari (1903-1962),Guache sobre papel,,Pinturas,41.5,42.0,2020,250000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_949002.jpg,https://www.catalogodasartes.com.br/obra/PUPeeG/,False,pintura
Heitor dos Prazeres,Óleo sobre Tela,1965.0,Pinturas,60.0,50.0,2007,4200.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2632.jpg,https://www.catalogodasartes.com.br/obra/GtzG/,True,pintura
Antonio Dias - Antonio Manuel Lima Dias - Antônio Dias,Óleo sobre Tela,,Pinturas,120.0,120.0,2004,89000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_142.jpg,https://www.catalogodasartes.com.br/obra/DUG/,True,pintura
Candido Portinari (1903-1962),Gravura,,Pinturas,22.0,26.0,2018,4600.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_783335.jpg,https://www.catalogodasartes.com.br/obra/AczzzB/,True,reprodução
Sylvio Pinto - Sylvio Pinto da Silva - Silvio Pinto (1918-1997),Óleo sobre Tela,,Pinturas,72.0,52.0,2007,3500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1301.jpg,https://www.catalogodasartes.com.br/obra/DzeD/,True,pintura
Aldo Bonadei,Óleo sobre Tela,1929.0,Pinturas,15.5,20.0,2007,28000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1716.jpg,https://www.catalogodasartes.com.br/obra/DADt/,False,pintura
Candido Portinari (1903-1962),Desenho a grafite e crayon sobre papel,1934.0,Pinturas,42.0,98.5,2017,128500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_749897.jpg,https://www.catalogodasartes.com.br/obra/AUPcPA/,False,desenho
Tarsila do Amaral,Nanquim,1929.0,Pinturas,14.0,22.0,2007,2500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_938.jpg,https://www.catalogodasartes.com.br/obra/Pzc/,False,desenho
Candido Portinari (1903-1962),Desenho à grafite,,Pinturas,11.0,9.0,2023,7200.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1149404.jpg,https://www.catalogodasartes.com.br/obra/DDUPUeU/,True,desenho
Candido Portinari (1903-1962),Desenho à caneta,1941.0,Pinturas,15.5,25.0,2014,3800.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_151458.jpg,https://www.catalogodasartes.com.br/obra/DBDUBc/,False,desenho
Manoel Santiago - Manuel Santiago,Óleo sobre Tela,,Pinturas,46.0,38.0,2007,1300.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1006.jpg,https://www.catalogodasartes.com.br/obra/Deet/,True,pintura
Candido Portinari (1903-1962),Técnica mista sobre papel,,Pinturas,30.0,39.0,2023,22000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1082234.jpg,https://www.catalogodasartes.com.br/obra/DecGGzU/,False,outro
Antonio Helio Cabral - Antonio Cabral,Óleo sobre Tela,2001.0,Pinturas,100.0,80.0,2007,7000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2763.jpg,https://www.catalogodasartes.com.br/obra/GAtz/,True,pintura
Gustavo Dallara - Gustavo Dallara,Óleo sobre tela colada sobre placa,1889.0,Pinturas,11.5,21.5,2007,8000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_563.jpg,https://www.catalogodasartes.com.br/obra/Btz/,True,pintura
Candido Portinari (1903-1962),Carvão sobre papel,1939.0,Pinturas,29.0,39.0,2017,50000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_752408.jpg,https://www.catalogodasartes.com.br/obra/ABGUec/,False,desenho
Candido Portinari (1903-1962),Grafite e crayon sobre papel,,Pinturas,42.0,57.0,2009,70000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_35715.jpg,https://www.catalogodasartes.com.br/obra/zBADB/,True,desenho
Candido Portinari (1903-1962),Rotogravura,,Pinturas,,,2023,350.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1150827.jpg,https://www.catalogodasartes.com.br/obra/DDBecGA/,False,reprodução
Candido Portinari (1903-1962),Sépia sobre papel,1959.0,Pinturas,34.0,21.0,2017,40000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_745735.jpg,https://www.catalogodasartes.com.br/obra/AUBAzB/,False,outro
Candido Portinari (1903-1962),Pintura em baixo-esmalte sobre azulejo,1955.0,Pinturas,15.0,15.0,2010,2900.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_43024.jpg,https://www.catalogodasartes.com.br/obra/UzeGU/,True,pintura
Eugenio Proença Sigaud - Eugenio Sigaud,Óleo sobre Tela,1981.0,Pinturas,65.0,82.0,2007,8000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2762.jpg,https://www.catalogodasartes.com.br/obra/GAtG/,True,pintura
Ana Vitoria Mussi - Ana Mussi,Guache e ecoline sobre jornal,1970.0,Pinturas,38.0,58.0,2007,5100.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2317.jpg,https://www.catalogodasartes.com.br/obra/GzDA/,True,pintura
Jadir Freire,Óleo sobre Tela,1986.0,Pinturas,120.0,136.0,2007,8000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_623.jpg,https://www.catalogodasartes.com.br/obra/tGz/,True,pintura
Aldo Bonadei,Óleo sobre Tela,1956.0,Pinturas,80.0,60.0,2007,81000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2191.jpg,https://www.catalogodasartes.com.br/obra/GDPD/,True,pintura
Di Cavalcanti (1897-1976),Xilogravura a cores sobre papel,,Pinturas,65.0,47.0,2007,1800.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2588.jpg,https://www.catalogodasartes.com.br/obra/GBcc/,True,reprodução
Marc Chagall,Impressão Gráfica,,Pinturas,24.0,32.0,2021,100.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_985718.jpg,https://www.catalogodasartes.com.br/obra/PcBADc/,False,reprodução
Candido Portinari (1903-1962),Tapeçaria,,Esculturas/Objetos,130.0,104.0,2014,5200.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_164831.jpg,https://www.catalogodasartes.com.br/obra/DtUczD/,True,outro
Joao Baptista da Costa - João Batista da Costa,Óleo sobre madeira,1915.0,Pinturas,38.0,55.0,1998,19950.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1491.jpg,https://www.catalogodasartes.com.br/obra/DUPD/,True,pintura
Heitor de Pinho,Óleo sobre tela colada sobre madeira,1947.0,Pinturas,35.0,27.0,2007,1300.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_739.jpg,https://www.catalogodasartes.com.br/obra/AzP/,True,pintura
Candido Portinari (1903-1962),Grafite sobre papel,1936.0,Pinturas,34.0,36.0,2019,29000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_922852.jpg,https://www.catalogodasartes.com.br/obra/PGGcBG/,False,desenho
Candido Portinari (1903-1962),Nanquim sobre papel,,Pinturas,17.0,23.0,2019,35000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_926940.jpg,https://www.catalogodasartes.com.br/obra/PGtPUe/,False,desenho
Aldo Bonadei,Óleo sobre Tela,1955.0,Pinturas,78.5,59.0,2003,80000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1552.jpg,https://www.catalogodasartes.com.br/obra/DBBG/,True,pintura
Chanina - Chanina Luwisz Szejnbejn,Óleo sobre madeira,1979.0,Pinturas,,,2007,2500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_3045.jpg,https://www.catalogodasartes.com.br/obra/zeUB/,True,pintura
Siron Franco (1947),Óleo sobre Tela,1990.0,Pinturas,90.0,80.0,2007,11000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_892.jpg,https://www.catalogodasartes.com.br/obra/cPG/,False,pintura
Marc Chagall,Litografia,1978.0,Pinturas,47.0,61.0,2015,12000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_168817.jpg,https://www.catalogodasartes.com.br/obra/DtccDA/,True,reprodução
Marc Chagall,Litografia,,Pinturas,62.0,45.5,2023,36000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1098053.jpg,https://www.catalogodasartes.com.br/obra/DePceBz/,False,reprodução
Marc Chagall,Gravura em metal,,Pinturas,28.0,21.5,2007,5000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1208.jpg,https://www.catalogodasartes.com.br/obra/DGec/,False,reprodução
Marc Chagall,Litografia,,Pinturas,26.0,35.0,2021,15000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_994717.jpg,https://www.catalogodasartes.com.br/obra/PPUADA/,False,reprodução
Marc Chagall,Litografia a cores,,Pinturas,43.0,57.0,2012,5000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_78726.jpg,https://www.catalogodasartes.com.br/obra/AcAGt/,False,reprodução
Candido Portinari (1903-1962),Técnica mista sobre cartão,1955.0,Pinturas,33.0,32.0,2015,230000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_167750.jpg,https://www.catalogodasartes.com.br/obra/DtAABe/,True,outro
Hercules Rubens Barsotti - Hercules Barsotti - Hércules Barsotti,Vinílica sobre tela,1971.0,Pinturas,113.4,113.3,2007,135000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2187.jpg,https://www.catalogodasartes.com.br/obra/GDcA/,True,outro
Inima José de Paula - Inima de Paula - Inima - Inimá,Óleo sobre Tela,1979.0,Pinturas,49.0,39.0,2007,11000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2551.jpg,https://www.catalogodasartes.com.br/obra/GBBD/,True,pintura
Candido Portinari (1903-1962),Óleo sobre madeira,1961.0,Pinturas,52.0,62.0,2011,55000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_59281.jpg,https://www.catalogodasartes.com.br/obra/BPGcD/,True,pintura
Fernando Velloso (1951),técnica mista sobre placa,2004.0,Pinturas,40.0,40.0,2007,2000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1732.jpg,https://www.catalogodasartes.com.br/obra/DAzG/,False,outro
Hector Julio Paride Bernabó - Hector Carybé - Carybe,Acrílica sobre tela,1996.0,Pinturas,70.0,50.0,2007,37000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2490.jpg,https://www.catalogodasartes.com.br/obra/GUPe/,True,pintura
Orlando Teruz - Orlando terus,Óleo sobre Tela,1949.0,Pinturas,59.0,48.0,2007,11000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_923.jpg,https://www.catalogodasartes.com.br/obra/PGz/,False,pintura
Candido Portinari (1903-1962),Gravura em metal,,Pinturas,7.5,14.2,2022,2700.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1025594.jpg,https://www.catalogodasartes.com.br/obra/DeGBBPU/,True,reprodução
Antonio Dias - Antonio Manuel Lima Dias - Antônio Dias,"Nanquim, guache e acrílico sobre papel",1968.0,Pinturas,38.0,39.0,2000,9500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_161.jpg,https://www.catalogodasartes.com.br/obra/DtD/,True,pintura
Jose Antonio da Silva - José Antônio da Silva,Desenho,,Pinturas,23.0,32.0,2007,1100.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2693.jpg,https://www.catalogodasartes.com.br/obra/GtPz/,True,desenho
Candido Portinari (1903-1962),Desenho a nanquim e bico de pena,1955.0,Pinturas,16.0,24.0,2017,25000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_746982.jpg,https://www.catalogodasartes.com.br/obra/AUtPcG/,False,desenho
Candido Portinari (1903-1962),Óleo sobre Tela,1936.0,Pinturas,60.0,73.0,2007,480000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_9064.jpg,https://www.catalogodasartes.com.br/obra/PetU/,False,pintura
Pindaro Castelo Branco,Óleo sobre Tela,1971.0,Pinturas,146.0,97.0,2007,2500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_664.jpg,https://www.catalogodasartes.com.br/obra/ttU/,True,pintura
Candido Portinari (1903-1962),Óleo sobre madeira,1958.0,Pinturas,50.0,61.0,2015,1500000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_168179.jpg,https://www.catalogodasartes.com.br/obra/DtcDAP/,False,pintura
Candido Portinari (1903-1962),Nanquim,1959.0,Pinturas,19.0,25.0,2021,17400.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_986310.jpg,https://www.catalogodasartes.com.br/obra/PctzDe/,True,desenho
Toledo Piza,Óleo sobre placa,,Pinturas,23.0,28.0,2007,400.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_989.jpg,https://www.catalogodasartes.com.br/obra/PcP/,False,pintura
Bustamante Sa -Rubens fortes Bustamante Sá,Óleo sobre Tela,1948.0,Pinturas,100.0,80.0,2007,6000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1290.jpg,https://www.catalogodasartes.com.br/obra/DGPe/,True,pintura
Alfredo Volpi,Têmpera sobre tela,,Pinturas,33.0,24.0,2007,43000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1226.jpg,https://www.catalogodasartes.com.br/obra/DGGt/,True,pintura
J. Carlos - José Carlos de Brito e Cunha - J.Carlos - J Carlos - J. Carlos,Técnica Mista,,Pinturas,15.0,26.0,2007,1900.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2804.jpg,https://www.catalogodasartes.com.br/obra/GceU/,False,outro
Amilcar de Castro,Óleo sobre Tela,2000.0,Pinturas,80.0,80.0,2007,22000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2343.jpg,https://www.catalogodasartes.com.br/obra/GzUz/,True,pintura
Manoel Santiago - Manuel Santiago,Carvão,,Pinturas,27.0,49.0,2007,1300.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_3064.jpg,https://www.catalogodasartes.com.br/obra/zetU/,True,desenho
Hector Julio Paride Bernabó - Hector Carybé - Carybe,Nanquim sobre papel,1963.0,Pinturas,33.0,24.0,2007,2000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_762.jpg,https://www.catalogodasartes.com.br/obra/AtG/,True,desenho
Joaquim José Insley Pacheco - Joaquim José Pacheco,Guache,1872.0,Pinturas,7.0,6.0,2007,1500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1081.jpg,https://www.catalogodasartes.com.br/obra/DecD/,False,pintura
Candido Portinari (1903-1962),Grafite,,Pinturas,30.0,33.0,2005,15000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_295.jpg,https://www.catalogodasartes.com.br/obra/GPB/,True,desenho
Artur Barrio - Arthur Barrio - Artur Alípio Barrio de Sousa Lopes,Óleo sobre Tela,1981.0,Pinturas,253.0,158.0,2007,21000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1264.jpg,https://www.catalogodasartes.com.br/obra/DGtU/,True,pintura
Aldemir Martins,Nanquim,,Pinturas,32.0,35.0,2007,12000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2664.jpg,https://www.catalogodasartes.com.br/obra/GttU/,True,desenho
Di Cavalcanti (1897-1976),Nanquim,,Pinturas,14.0,22.0,2007,2500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_861.jpg,https://www.catalogodasartes.com.br/obra/ctD/,False,desenho
Siron Franco (1947),Óleo sobre madeira,1976.0,Pinturas,120.0,150.0,1999,42000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_181.jpg,https://www.catalogodasartes.com.br/obra/DcD/,True,pintura
,Técnica Mista,1959.0,Pinturas,48.0,36.0,2007,1000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_988.jpg,https://www.catalogodasartes.com.br/obra/Pcc/,False,outro
Candido Portinari (1903-1962),Grafite e Caneta,1959.0,Pinturas,23.0,21.0,2017,25000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_752406.jpg,https://www.catalogodasartes.com.br/obra/ABGUet/,False,desenho
Candido Portinari (1903-1962),Grafite,1933.0,Pinturas,35.0,28.0,2005,26000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_281.jpg,https://www.catalogodasartes.com.br/obra/GcD/,True,desenho
Antonio Poteiro,Óleo sobre Tela,2004.0,Pinturas,100.0,90.0,2007,8000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_874.jpg,https://www.catalogodasartes.com.br/obra/cAU/,False,pintura
Candido Portinari (1903-1962),Desenho à lápis de cor sobre papel,1955.0,Pinturas,35.0,28.0,2019,135000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_928071.jpg,https://www.catalogodasartes.com.br/obra/PGceAD/,True,desenho
Marc Chagall,Print,,Pinturas,60.0,50.0,2011,900.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_61668.jpg,https://www.catalogodasartes.com.br/obra/tDttc/,True,reprodução
Candido Portinari (1903-1962),AZULEJO,,Pinturas,15.0,30.0,2012,9000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_91040.jpg,https://www.catalogodasartes.com.br/obra/PDeUe/,False,outro
,Óleo sobre Tela,1997.0,Pinturas,40.0,30.0,2007,400.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2975.jpg,https://www.catalogodasartes.com.br/obra/GPAB/,True,pintura
Newton Rezende - Newton de Rezende Silva,Serigrafia e colagem,1975.0,Pinturas,67.0,98.0,2007,600.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1949.jpg,https://www.catalogodasartes.com.br/obra/DPUP/,True,reprodução
,Óleo sobre Tela,1975.0,Pinturas,80.0,40.0,2007,12000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2289.jpg,https://www.catalogodasartes.com.br/obra/GGcP/,True,pintura
Waldomiro de Freitas Sant Anna - Waldomiro Sant Anna - Waldomiro Santana,Óleo sobre Tela,2005.0,Pinturas,50.0,100.0,2007,2400.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_2706.jpg,https://www.catalogodasartes.com.br/obra/GAet/,True,pintura
Candido Portinari (1903-1962),"Grafite,crayon e sanguinea",,Pinturas,30.0,50.0,2017,158500.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_743344.jpg,https://www.catalogodasartes.com.br/obra/AUzzUU/,False,desenho
Antônio Bandeira (1922-1967),Aquarela,1959.0,Pinturas,49.5,38.5,1997,7350.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1423.jpg,https://www.catalogodasartes.com.br/obra/DUGz/,True,pintura
Candido Portinari (1903-1962),Técnica mista sobre papel,1953.0,Pinturas,20.0,24.5,2017,27000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_761194.jpg,https://www.catalogodasartes.com.br/obra/AtDDPU/,True,outro
Candido Portinari (1903-1962),Carvão sobre papel,1936.0,Pinturas,,,2017,28000.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_763709.jpg,https://www.catalogodasartes.com.br/obra/AtzAeP/,False,desenho
Candido Portinari (1903-1962),Agua-forte,,Pinturas,30.0,40.0,2018,5400.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_857566.jpg,https://www.catalogodasartes.com.br/obra/cBABtt/,True,reprodução
Candido Portinari (1903-1962),Nanquim sobre papel,,Pinturas,18.0,23.5,2002,9450.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_313.jpg,https://www.catalogodasartes.com.br/obra/zDz/,True,desenho
Georgina de Albuquerque,Aquarela,,Pinturas,20.0,28.0,2007,1200.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1816.jpg,https://www.catalogodasartes.com.br/obra/DcDt/,True,pintura
Candido Portinari (1903-1962),Gravura em metal,,Pinturas,10.5,13.5,2022,2400.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1025597.jpg,https://www.catalogodasartes.com.br/obra/DeGBBPA/,True,reprodução
Di Cavalcanti (1897-1976),Óleo sobre Tela,1962.0,Pinturas,146.0,114.0,1997,204750.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_348.jpg,https://www.catalogodasartes.com.br/obra/zUc/,True,pintura
Candido Portinari (1903-1962),AZULEJO,,Pinturas,15.0,15.0,2023,10200.0,https://s3-sa-east-1.amazonaws.com/catalogodasartes/obra_1138626.jpg,https://www.catalogodasartes.com.br/obra/DDzctGt/,True,outro
